DocNumber;ProductDesignation
0110003252018;FOOD
0110003252018;JIRA PULAO
0110003252018;NAAN
0110003252018;KADHAI BHINDI
0110003252018;COFFEE COMPLIMENTARY
0110003252018;TOFFEE BANANA COMPLEMENTARY
0110003262018;SALT PEPPER SQUID
0110003262018;1/6 DUCK
0110003262018;CHICKEN CASHEW NUTS
0110003262018;TIN JIAN STYLE CHICKEN
0110003262018;STEAMED RICE
0110003262018;MINERAL WATER 1.5LT
0110003262018;VASSILIKON XYNISTERI
0110003272018;MINERAL WATER 1.5LT
0110003272018;PETRITIS KYPEROUNDA
0110003272018;WHOLE DUCK
0110003272018;SPRING ROLL
0110003272018;SALT PEPPER SQUID
0110003272018;CHICKEN TIKKA
0110003272018;SWEET SOUR CHICKEN
0110003272018;BEEF BBS
0110003272018;PRAWNS MIXED VEG
0110003272018;STEAMED RICE
0110003272018;EGG FRIED RICE
0110003272018;BABY PORK
0110003272018;CHICK TIKKA MASALA
0110003272018;NAAN
0110003272018;NAAN
0110003272018;CHICKEN VINDALOO
0110003272018;PETRITIS KYPEROUNDA
0110003272018;PETRITIS KYPEROUNDA
0110003272018;NOODLES WITH MEAT
0110003272018; NO MEAT
0110003272018;MINERAL WATER 1.5LT
0120000352018;SWEETCORN SOUP
0120000352018; WITH CHICKEN
0120000352018;NOODLES MUSHROOM SOUP
0120000352018;SPRING ROLL
0120000352018;SAMOSA CHICKEN
0120000352018;MINERAL WATER 1.5LT
0120000352018;ONION BADJI
0120000352018;TANDOORI CHICK 1/2
0120000352018;CHICKEN OYSTER SAUCE
0120000352018;SPECIAL MONTPARNASSE RICE
0120000362018;SWEETCORN SOUP
0120000362018; WITH SHRIMP
0120000362018;HOT AND SOUR SOUP
0120000362018;SPRING ROLL
0120000362018;SALT PEPPER SQUID
0120000362018;LEMON CHICKEN
0120000362018;SWEET SOUR CHICKEN
0120000362018;BEEF OYSTER SAUCE
0120000362018;PORK WITH GINGER
0120000362018;BEEF PEPPER SAUCE
0120000362018;EGG FRIED RICE
0120000362018;AGIOS ELIAS 37.5CL RED
0120000362018;MINERAL WATER 1.5LT
0120000362018;SWEET SOUR CHICKEN
0120000362018;MINERAL WATER 1.5LT
0120000372018;SESAME PRAWNS
0120000372018;SPRING ROLL
0120000372018;SWEET SOUR CHICKEN
0120000372018;BABY PORK
0120000372018;PORK OYSTER SAUCE
0120000372018;SPECIAL MONTPARNASSE RICE
0120000372018;NOODLES WITH MEAT
0120000372018; NO MEAT
0120000372018;SPRITE
0120000372018;COKE ZERO
0120000372018;MINERAL WATER 1.5LT
0120000372018;TOFFEE BANANA COMPLEMENTARY
0120000382018;AVOCADO MAKI
0120000382018;MIX VEG MAKI
0120000382018;VEG BBS
0120000382018;SPICY RICE
0120000382018;CHICKEN VINDALOO
0120000382018;MINERAL WATER 1.5LT
0120000382018;PETRITIS KYPEROUNDA
0120000392018;SPRING ROLL
0120000392018;1/2 DUCK
0120000392018;SWEET SOUR CHICKEN
0120000392018;BEEF PEPPER SAUCE
0120000392018;CHICKEN MIXED VEGETABLES
0120000392018; WITH BEEF
0120000392018;SPECIAL MONTPARNASSE RICE
0120000392018;GLASS RED WINE
0120000392018;MINERAL WATER 1.5LT
0120000392018;MINERAL WATER 1.5LT
0120000392018;TOFFEE BANANA COMPLEMENTARY
0120000402018;SWEETCORN SOUP
0120000402018; WITH CHICKEN
0120000402018;SPRING ROLL
0120000402018;1/4 DUCK
0120000402018;EGG FRIED RICE
0120000402018;NOODLES WITH MEAT
0120000402018; NO MEAT
0120000402018;BEEF BBS
0120000402018;SWEET SOUR CHICKEN
0120000402018;MINERAL WATER 1.5LT
0120000402018;SPRITE
0120000402018;CHATEAU LAZARIDES RED
0120000402018;TOFFEE BANANA COMPLEMENTARY
0120000412018;BIBLIA CHORA WHITE
0120000412018;SESAME PRAWNS
0120000412018;STEAMED RICE
0120000412018;PRAWNS BBS
0120000412018;SWEET SOUR PRAWNS
0120000412018;LYCHEES COMPLIMENTARY
0110003282018;SPRING ROLL
0110003282018;1/2 DUCK
0110003282018;BEEF BBS
0110003282018;BABY PORK
0110003282018;PRAWNS OYSTER SAUCE
0110003282018;EGG FRIED RICE
0110003282018;MINERAL WATER 1.5LT
0110003282018;PETRITIS KYPEROUNDA
0110003282018;DIET 7UP
0110003282018;PETRITIS KYPEROUNDA
0110003282018;MINERAL WATER 1.5LT
0110003282018;MINERAL WATER 1.5LT
0110003292018;1/6 DUCK
0110003292018;EGG FRIED RICE
0110003292018;NOODLES WITH MEAT
0110003292018;LEMON CHICKEN
0110003292018;BEEF OYSTER SAUCE
0110003292018;MINERAL WATER 1.5LT
0110003302018;SPRING ROLL
0110003302018;SEAWEED
0110003302018;1/4 DUCK
0110003302018;BEEF BBS
0110003302018;EGG FRIED RICE
0110003302018;MIX VEG OYSTER
0110003302018;SAMOSA
0110003302018;MINERAL WATER 1.5LT
0110003302018;LEVANDA ROSE
0110003302018;CYPRUS COFFEE
0110003302018;CYPRUS COFFEE
0110003312018;SPRING ROLL
0110003312018;SESAME PRAWNS
0110003312018;SWEET SOUR CHICKEN
0110003312018;EGG FRIED RICE
0110003312018;BBQ SPARE RIBS
0110003312018;FRIED SHREDDED BEEF
0110003312018;MINERAL WATER 1.5LT
0110003312018;SPRITE
0110003312018;MINERAL WATER 1.5LT
0110003322018;TANDOORI CHICK 1/2
0110003322018;1/2 DUCK
0110003322018;JIRA PULAO
0110003322018;PESHWARI NAAN
0110003322018;COKE
0110003322018;PERRIER
0110003332018;SPRING ROLL
0110003332018;1/6 DUCK
0110003332018;CHICKEN CASHEW NUTS
0110003332018;SWEET SOUR CHICKEN
0110003332018;EGG FRIED RICE
0110003332018;MINERAL WATER 1.5LT
0110003342018;SPRING ROLL
0110003342018;1/6 DUCK
0110003342018;SWEET SOUR CHICKEN
0110003342018;NOODLES WITH MEAT
0110003342018; NO MEAT
0110003342018;FRIED SHREDDED BEEF
0110003342018;GLASS WHITE WINE
0110003352018;SPRING ROLL
0110003352018;SESAME PRAWNS
0110003352018;MIXED PLATTER SUSHI
0110003352018;CHICKEN MIXED VEGETABLES
0110003352018; WITH BEEF
0110003352018;SWEET SOUR CHICKEN
0110003352018;SPECIAL MONTPARNASSE RICE
0110003352018;COKE
0110003352018;DIET COKE
0110003352018;MINERAL WATER 1.5LT
0110003352018;TOFFEE BANANA COMPLEMENTARY
0110003362018;SWEETCORN SOUP
0110003362018; WITH CHICKEN
0110003362018;SPRING ROLL
0110003362018;BBQ SPARE RIBS
0110003362018;1/2 DUCK
0110003362018;SWEET SOUR CHICKEN
0110003362018;CHICKEN GREEN PEPPERS
0110003362018; WITH PORK
0110003362018;CHICKEN OYSTER SAUCE
0110003362018;EGG FRIED RICE
0110003362018;VEG RICE
0110003362018;MINERAL WATER 1.5LT
0110003362018;AG. ANDRONIKOS 37.5CL WHITE
0110003362018;TOFFEE BANANA COMPLEMENTARY
0110003372018;HOT AND SOUR SOUP
0110003372018;BBQ SPARE RIBS
0110003372018;1/6 DUCK
0110003372018;BABY PORK
0110003372018;SWEET SOUR CHICKEN
0110003372018;FRIED SHREDDED BEEF
0110003372018;NOODLES WITH MEAT
0110003372018; NO MEAT
0110003372018;EGG FRIED RICE
0110003372018;VLASSIDES SHIRAZ
0110003372018;COKE ZERO
0110003372018;PERRIER
0110003372018;TOFFEE BANANA COMPLEMENTARY
0110003382018;SWEETCORN SOUP
0110003382018; WITH CHICKEN
0110003382018;1/4 DUCK
0110003382018;EGG FRIED RICE
0110003382018;CHICKEN WITH GINGER
0110003382018;BABY PORK
0110003382018;NOODLES WITH MEAT
0110003382018; NO MEAT
0110003382018;MINERAL WATER 1.5LT
0110003382018;LEVANDA ROSE
0110003382018;TOFFEE BANANA COMPLEMENTARY
0110003382018;TOFFEE APPLE COMPLEMENTARY
0110003392018;SALMON SASHIMI
0110003392018;CALIFORNIA MAKI
0110003392018;1/2 DUCK
0110003392018;SWEET SOUR CHICKEN
0110003392018;STEAMED RICE
0110003392018;MINERAL WATER 1.5LT
0110003392018;CHATEAU LAZARIDI WHITE
0110003392018;BEEF PEPPER SAUCE
0110003402018;SPRING ROLL
0110003402018;SWEET SOUR CHICKEN
0110003402018;BEEF BBS
0110003402018;EGG FRIED RICE
0110003402018;MINERAL WATER 1.5LT
0110003402018;GLASS WHITE WINE
0110003412018;SPRING ROLL
0110003412018;SESAME PRAWNS
0110003412018;1/2 DUCK
0110003412018;CHICKEN CASHEW NUTS
0110003412018;LEMON CHICKEN
0110003412018;SWEET SOUR CHICKEN
0110003412018;PORK WITH GINGER
0110003412018;EGG FRIED RICE
0110003412018;NOODLES WITH MEAT
0110003412018; NO MEAT
0110003412018;CARLSBERG 33CL
0110003412018;MATEUS 37.5CL
0110003412018;CARLSBERG 33CL
0110003412018;TOFFEE BANANA COMPLEMENTARY
0110003422018;MINERAL WATER 1.5LT
0110003422018;VASSILIKON XYNISTERI
0110003422018;TANDOORI TRILOGY
0110003422018;MEEN MOILEE
0110003422018;PANEER MAKHNI
0110003422018;STEAMED RICE IND
0110003432018;SPRING ROLL
0110003432018;SALMON SASHIMI
0110003432018;SPICY SALMON SASHIMI
0110003432018;BEEF OYSTER SAUCE
0110003432018;STEAMED RICE
0110003432018;MINERAL WATER 1.5LT
0110003432018;MATEUS 37.5CL
0110003432018;TOFFEE BANANA COMPLEMENTARY
0110003432018;TOFFEE BANANA COMPLEMENTARY
0110003442018;PHILADELPHIA MAKI
0110003442018;1/6 DUCK
0110003442018;SWEET SOUR CHICKEN
0110003442018;EGG FRIED RICE
0110003442018;GLASS RED WINE
0110003442018;MINERAL WATER 1.5LT
0110003442018;TOFFEE BANANA COMPLEMENTARY
0110003452018;CALIFORNIA MAKI
0110003452018;SESAME PRAWNS
0110003452018;SPRING ROLL
0110003452018;1/4 DUCK
0110003452018;NOODLES WITH MEAT
0110003452018; NO MEAT
0110003452018;SWEET SOUR CHICKEN
0110003452018;VEG RICE
0110003452018;GLASS WINE ROSE
0110003452018;MINERAL WATER 1.5LT
0110003452018;TOFFEE BANANA COMPLEMENTARY
0110003462018;SWEETCORN SOUP
0110003462018; WITH CHICKEN
0110003462018;SPRING ROLL
0110003462018;1/2 DUCK
0110003462018;SESAME PRAWNS
0110003462018;FRIED SHREDDED BEEF
0110003462018;MINERAL WATER 1.5LT
0110003462018;SWEET SOUR CHICKEN
0110003462018;BEEF BBS
0110003462018;SPECIAL MONTPARNASSE RICE
0110003462018;NOODLES WITH MEAT
0110003462018;CHICKEN WITH MUSHROOMS
0110003462018;COKE ZERO
0110003462018;COKE ZERO
0110003462018;COKE ZERO
0110003462018;7UP
0110003462018;MINERAL WATER 1.5LT
0110003462018;7UP
0110003462018;TOFFEE BANANA COMPLEMENTARY
0110003472018;SPRING ROLL
0110003472018;SESAME PRAWNS
0110003472018;FOOD
0110003472018;1/4 DUCK
0110003472018;SWEET SOUR CHICKEN
0110003472018;LEMON CHICKEN
0110003472018;BEEF BBS
0110003472018;EGG FRIED RICE
0110003472018;NOODLES WITH MEAT
0110003472018; NO MEAT
0110003472018;MINERAL WATER 1.5LT
0110003472018;PETRITIS KYPEROUNDA
0110003472018;PHILADELPHIA MAKI
0110003472018;TEMPURA MAKI
0110003482018;SWEETCORN SOUP
0110003482018;SPRING ROLL
0110003482018;SALT PEPPER PRAWNS
0110003482018;1/4 DUCK
0110003482018;EGG FRIED RICE
0110003482018;PRAWNS OYSTER SAUCE
0110003482018;CHICKEN MIXED VEGETABLES
0110003482018;COKE ZERO
0110003482018;MINERAL WATER 1.5LT
0110003482018;BOUTARI MOSCHOFILERO WHITE
0110003482018;TOFFEE BANANA COMPLEMENTARY
0110003492018;SWEETCORN SOUP
0110003492018; WITH CHICKEN
0110003492018;NOODLES MUSHROOM SOUP
0110003492018;SPRING ROLL
0110003492018;SESAME PRAWNS
0110003492018;1/4 DUCK
0110003492018;SHRIMP FRIED RICE
0110003492018;CHICKEN CASHEW NUTS
0110003492018;TIN JIAN STYLE CHICKEN
0110003492018;BABY PORK
0110003492018;MINERAL WATER 1.5LT
0110003492018;ANDESITIS RED
0110003492018;MINERAL WATER 1.5LT
0110003492018;TOFFEE BANANA COMPLEMENTARY
0110003502018;MINERAL WATER 1.5LT
0110003502018;ROSE KYPEROUNDAS
0110003502018;SWEETCORN SOUP
0110003502018; WITH CHICKEN
0110003502018;SPRING ROLL
0110003502018;1/6 DUCK
0110003502018;CALIFORNIA MAKI
0110003502018;PRAWNS MIXED VEG
0110003502018;BABY PORK
0110003502018;BEEF PEPPER SAUCE
0110003502018;SPECIAL MONTPARNASSE RICE
0110003502018;TOFFEE BANANA COMPLEMENTARY
0110003502018;COFFEE COMPLIMENTARY
0110003502018;DRINK
0110003512018;SPRING ROLL
0110003512018;CHICKEN SATAY
0110003512018;SESAME PRAWNS
0110003512018;1/2 DUCK
0110003512018;FRIED SHREDDED BEEF
0110003512018;SWEET SOUR PORK
0110003512018;LEMON CHICKEN
0110003512018;BEEF BBS
0110003512018;SPECIAL MONTPARNASSE RICE
0110003512018;DIET SPRITE
0110003512018;MATEUS ROSE
0110003512018;TOFFEE BANANA COMPLEMENTARY
0110003522018;MINERAL WATER 1.5LT
0110003522018;PETRITIS KYPEROUNDA
0110003522018;GLASS RED WINE
0110003522018;SPICY SALMON SASHIMI
0110003522018;MIXED PLATTER SUSHI
0110003522018;SALT PEPPER SQUID
0110003522018;SPRING ROLL
0110003522018;1/2 DUCK
0110003522018;SPECIAL MONTPARNASSE RICE
0110003522018;PRAWNS WITH GINGER
0110003522018;BEEF PEPPER SAUCE
0110003522018;WHISKY 5CL
0110003522018;J&B
0110003522018;WHISKY PREMIUM 5CL
0110003522018;WHISKY 5CL
0110003522018;J&B
0110003522018;WHISKY PREMIUM 5CL
0110003522018;COFFEE COMPLIMENTARY
0110003522018;GLASS WHITE WINE
0110003532018;SPRING ROLL
0110003532018;SESAME PRAWNS
0110003532018;TEMPURA MAKI
0110003532018;SWEET SOUR CHICKEN
0110003532018;BEEF BBS
0110003532018;NOODLES WITH MEAT
0110003532018; NO MEAT
0110003532018;EGG FRIED RICE
0110003532018;MINERAL WATER 1.5LT
0110003532018;COKE
0110003532018;GLASS WHITE WINE
0110003532018;TOFFEE BANANA COMPLEMENTARY
0110003542018;SESAME PRAWNS
0110003542018;SWEET SOUR CHICKEN
0110003542018;BABY PORK
0110003542018;EGG FRIED RICE
0110003542018;MINERAL WATER 1.5LT
0110003542018;CHINESE BEER 33CL
0110003552018;SPRING ROLL
0110003552018;1/4 DUCK
0110003552018;CHICKEN CASHEW NUTS
0110003552018;BABY PORK
0110003552018;BEEF BBS
0110003552018;NOODLES WITH MEAT
0110003552018; NO MEAT
0110003552018;EGG FRIED RICE
0110003552018;MINERAL WATER 1.5LT
0110003552018;CHINESE BEER 33CL
0110003552018;KTHMA GEROVASSILIOU WHITE
0110003552018;CHINESE BEER 33CL
0110003562018;COKE ZERO
0110003562018;DIET 7UP
0110003562018;SWEETCORN SOUP
0110003562018;SALMON SASHIMI
0110003562018;SPICY SALMON SASHIMI
0110003562018;SALMON SUSHI
0110003562018;SEAWEED
0110003562018;SPRING ROLL
0110003562018;SESAME PRAWNS
0110003562018;1/4 DUCK
0110003562018;BEEF BBS
0110003562018;PRAWNS OYSTER SAUCE
0110003562018;SPECIAL MONTPARNASSE RICE
0110003562018;COKE ZERO
0110003562018;MINERAL WATER 1.5LT
0110003562018;CHINESE BEER 33CL
0110003562018;SPICY SALMON SASHIMI
0110003562018;SALMON SASHIMI
0110003562018;SALMON SASHIMI
0110003562018;GLASS WHITE WINE
0110003562018;COKE ZERO
0110003572018;SPRING ROLL
0110003572018;WHOLE DUCK
0110003572018;SALT PEPPER PRAWNS
0110003572018;SESAME PRAWNS
0110003572018;MIXED PLATTER SUSHI
0110003572018;EEL MAKI
0110003572018;MINERAL WATER 1.5LT
0110003572018;KTHMA GEROVASSILIOU WHITE
0110003572018;SAKE 12CL
0110003572018;MINERAL WATER 1.5LT
0110003572018;KTHMA GEROVASSILIOU WHITE
0110003572018;SAKE 12CL
0110003572018;KTHMA GEROVASSILIOU WHITE
0110003572018;SAKE 12CL
0110003572018;BEEF BBS
0110003572018;SWEET SOUR PRAWNS
0110003572018;LEMON CHICKEN
0110003572018;BEEF PEPPER SAUCE
0110003572018;BABY PORK
0110003572018;EGG FRIED RICE
0110003572018;STEAMED RICE
0110003572018;CHINESE BEER 33CL
0110003572018;KTHMA GEROVASSILIOU WHITE
0110003572018;COFFEE COMPLIMENTARY
0110003572018;TOFFEE BANANA COMPLEMENTARY
0110003572018;COURVOISIER COGNAC
0110003572018;KTHMA GEROVASSILIOU WHITE
0110003572018;COURVOISIER COGNAC
0110003572018;MINERAL WATER 1.5LT
0110003582018;1/6 DUCK
0110003582018;BEEF BBS
0110003582018;SWEET SOUR CHICKEN
0110003582018;EGG FRIED RICE
0110003582018;MINERAL WATER 1.5LT
0110003582018;GLASS WINE ROSE
0110003582018;APPLE JUICE
0110003592018;SESAME PRAWNS
0110003592018;1/6 DUCK
0110003592018;NOODLES WITH MEAT
0110003592018;SPRING ROLL
0110003592018;COKE ZERO
0110003592018;MINERAL WATER 1.5LT
0110003602018;SALT PEPPER SQUID
0110003602018;SEAWEED
0110003602018;1/6 DUCK
0110003602018;TIN JIAN STYLE CHICKEN
0110003602018;LEMON CHICKEN
0110003602018;NOODLES BEAN SPROUTS
0110003602018;EGG FRIED RICE
0110003602018;MINERAL WATER 1.5LT
0110003602018;CARLSBERG 33CL
0110003602018;GLASS WHITE WINE
0110003602018;CARLSBERG 33CL
0110003602018;COKE ZERO
0110003612018;KEO
0110003612018;CARLSBERG 33CL
0110003612018;GLASS RED WINE
0110003612018;JUNGLEE MANS
0110003612018;CHICK TIKKA MASALA
0110003612018;CHICK TIKKA BHUNA
0110003612018;JIRA PULAO
0110003612018;NAAN
0110003612018;COKE ZERO
0110003612018;CARLSBERG 33CL
0110003612018;KEO
0110003612018;CHICKEN WITH GINGER
0110003612018;SWEET SOUR CHICKEN
0110003612018;EGG FRIED RICE
0110003612018;COKE ZERO
0110003612018;CARLSBERG 33CL
0110003612018;PERRIER
0110003612018;MINERAL WATER 1.5LT
0110003622018;SPRING ROLL
0110003622018;SALT PEPPER SQUID
0110003622018;CALIFORNIA MAKI
0110003622018;VOLCANO MAKI
0110003622018;SALMON SASHIMI
0110003622018;1/2 DUCK
0110003622018;BEEF OYSTER SAUCE
0110003622018;NOODLES WITH MEAT
0110003622018; NO MEAT
0110003622018;SPECIAL MONTPARNASSE RICE
0110003622018;BABY PORK
0110003622018;MINERAL WATER 1.5LT
0110003632018;TANDOORI TRILOGY
0110003632018;DUO TANDOORI FLOWERS
0110003632018;MIXED PLATTER SUSHI
0110003632018;SALT PEPPER PRAWNS
0110003632018;CHICKEN SATAY
0110003632018;SPRING ROLL
0110003632018;1/2 DUCK
0110003632018;BUTTER CHICKEN
0110003632018;NOODLES BEAN SPROUTS
0110003632018;SPICY NOODLES
0110003632018;STEAMED RICE
0110003632018;BABY PORK
0110003632018;BEEF BBS
0110003632018;ALOO PALAK
0110003632018;JIRA PULAO
0110003632018;NAAN
0110003632018;MINERAL WATER 1.5LT
0110003632018;KYPEROUNDAS CHARDONNAY
0110003632018;MIXED PLATTER SUSHI
0110003632018;CYPRUS COFFEE
0110003632018;ENGLISH TEA
0110003632018;CYPRUS COFFEE
0110003642018;SALMON MAKI
0110003642018;1/6 DUCK
0110003642018;BEEF BBS
0110003642018;LAMB ROGAN JOSH
0110003642018;JUNGLEE MANS
0110003642018;STEAMED RICE
0110003642018;FANTA
0110003642018;MINERAL WATER 1.5LT
0110003642018;GLASS RED WINE
0110003642018;JASMINE TEA
0110003642018;GLASS RED WINE
0110003642018;BEEF BBS
0110003652018;SAMOSA
0110003652018;CHICK TIKKA MASALA
0110003652018;PALAK PANEER
0110003652018;JIRA PULAO
0110003652018;MINERAL WATER 1.5LT
0110003652018;NAAN
0110003662018;1/6 DUCK
0110003662018;LEMON CHICKEN
0110003662018;SWEET SOUR CHICKEN
0110003662018;EGG FRIED RICE
0110003662018;MINERAL WATER 1.5LT
0110003662018;TOFFEE BANANA COMPLEMENTARY
0110003672018;SPRING ROLL
0110003672018;1/6 DUCK
0110003672018;STEAMED RICE
0110003672018;SWEET SOUR CHICKEN
0110003672018;BABY PORK
0110003672018;BEEF BBS
0110003672018;EGG FRIED RICE
0110003672018;NOODLES WITH MEAT
0110003672018; NO MEAT
0110003672018;MINERAL WATER 1.5LT
0110003672018;GLASS RED WINE
0110003672018;FANTA
0110003672018;7UP
0110003672018;TOFFEE BANANA COMPLEMENTARY
0110003682018;MINERAL WATER 1.5LT
0110003682018;FRIED SHREDDED BEEF
0110003682018;SESAME PRAWNS
0110003682018;1/4 DUCK
0110003682018;BABY PORK
0110003682018;SWEET SOUR CHICKEN
0110003682018;BEEF BBS
0110003682018;NOODLES WITH MEAT
0110003682018;EGG FRIED RICE
0110003682018;MINERAL WATER 1.5LT
0110003682018;COKE ZERO
0110003682018;VASSILIKON XYNISTERI
0110003682018;GLASS RED WINE
0120000422018;EGG FRIED RICE
0120000422018;SWEET SOUR CHICKEN
0120000422018;TIN JIAN STYLE CHICKEN
0120000422018;MINERAL WATER 1.5LT
0120000422018;GLASS RED WINE
0120000422018;TOFFEE BANANA COMPLEMENTARY
0110003692018;JUNGLEE MANS
0110003692018;LAMB ROGAN JOSH
0110003692018;BUTTER CHICKEN
0110003692018;NAAN
0110003692018;JIRA PULAO
0110003692018;DIET SPRITE
0110003692018;MINERAL WATER 1.5LT
0110003692018;NAAN
0110003692018;COFFEE COMPLIMENTARY
0110003702018;SPRING ROLL
0110003702018;1/6 DUCK
0110003702018;LEMON CHICKEN
0110003702018;SWEET SOUR CHICKEN
0110003702018;PRAWNS OYSTER SAUCE
0110003702018;EGG FRIED RICE
0110003702018;MINERAL WATER 1.5LT
0110003702018;GLASS RED WINE
0110003702018;GLASS RED WINE
0110003712018;MINERAL WATER 1.5LT
0110003712018;LEVANDA ROSE
0110003712018;INDIAN BUFFET
0110003712018;INDIAN BUFFET
0110003722018;INDIAN BUFFET
0110003722018;NOODLES WITH MEAT
0110003722018;MINERAL WATER 1.5LT
0110003722018;APPLE JUICE
0110003722018;PETRITIS KYPEROUNDA
0110003722018;TOFFEE BANANA COMPLEMENTARY
0110003732018;SPRING ROLL
0110003732018;FRIED SHREDDED BEEF
0110003732018;1/4 DUCK
0110003732018;LEMON CHICKEN
0110003732018;NOODLES WITH MEAT
0110003732018;SWEET SOUR PORK
0110003732018;BEEF BBS
0110003732018;EGG FRIED RICE
0110003732018;GLASS RED WINE
0110003732018;GLASS WHITE WINE
0110003732018;COKE
0110003732018;COKE ZERO
0110003732018;MINERAL WATER 1.5LT
0110003732018;ORANGE JUICE
0110003732018;TOFFEE BANANA COMPLEMENTARY
0110003732018;MINERAL WATER 1.5LT
0110003742018;1/6 DUCK
0110003742018;EGG FRIED RICE
0110003742018;SWEET SOUR CHICKEN
0110003742018;TANDOORI TRILOGY
0110003742018;MINERAL WATER 1.5LT
0110003742018;GLASS RED WINE
0110003752018;1/6 DUCK
0110003752018;CHICKEN MIXED VEGETABLES
0110003752018;FOOD
0110003752018;MINERAL WATER 1.5LT
0110003752018;GLASS WHITE WINE
0110003762018;MIXED PLATTER SUSHI
0110003762018;CHICKEN BBS
0110003762018;NOODLES BEAN SPROUTS
0110003762018;TIN JIAN STYLE CHICKEN
0110003762018;MINERAL WATER 1.5LT
0110003762018;TOFFEE BANANA COMPLEMENTARY
0110003772018;SAMOSA
0110003772018;ONION BADJI
0110003772018;JUNGLEE MANS
0110003772018;PALAK PANEER
0110003772018;NAAN
0110003772018;SPICY RICE
0110003772018;MINERAL WATER 1.5LT
0110003772018;SPRITE
0110003782018;1/4 DUCK
0110003782018;SPRING ROLL
0110003782018;SWEET SOUR PORK
0110003782018;BEEF BBS
0110003782018;EGG FRIED RICE
0110003782018;SALT PEPPER SQUID
0110003782018;MINERAL WATER 1.5LT
0110003782018;BOUTARI MOSCHOFILERO WHITE
0110003782018;TOFFEE BANANA COMPLEMENTARY
0110003792018;PECKING STYLE PRAWNS
0110003792018;SPRING ROLL
0110003792018;SALT PEPPER PRAWNS
0110003792018;1/4 DUCK
0110003792018;SWEET SOUR CHICKEN
0110003792018;BABY PORK
0110003792018;BEEF BBS
0110003792018;EGG FRIED RICE
0110003792018;MINERAL WATER 1.5LT
0110003792018;SAKE 12CL
0110003792018;SAKE 12CL
0110003792018;SAKE 12CL
0110003802018;BUFFET SUSHI
0110003802018;FOOD
0110003802018;CHATEAU LAZARIDI WHITE
0110003802018;MINERAL WATER 1.5LT
0110003812018;BUFFET SUSHI
0110003812018;GLASS RED WINE
0110003822018;BUFFET SUSHI
0110003822018;TOFFEE BANANA COMPLEMENTARY
0110003822018;AG. ANDRONIKOS 37.5CL WHITE
0110003832018;MINERAL WATER 1.5LT
0110003832018;GLASS WHITE WINE
0110003832018;BUFFET SUSHI
0110003832018;TOFFEE BANANA COMPLEMENTARY
0110003842018;BUFFET SUSHI
0110003842018;PERRIER
0110003842018;MINERAL WATER 1.5LT
0110003842018;KEO
0110003842018;DIET SPRITE
0110003852018;BUFFET SUSHI
0110003852018;KEO
0110003852018;GLASS WHITE WINE
0110003852018;MINERAL WATER 1.5LT
0110003852018;TOFFEE BANANA COMPLEMENTARY
0110003862018;BUFFET SUSHI
0110003862018;COKE ZERO
0110003862018;7UP
0110003862018;DIET 7UP
0110003862018;MINERAL WATER 1.5LT
0110003862018;TOFFEE BANANA COMPLEMENTARY
0110003872018;BUFFET SUSHI
0110003872018;MINERAL WATER 1.5LT
0110003872018;COKE
0110003872018;COKE ZERO
0110003882018;MINERAL WATER 1.5LT
0110003882018;BUFFET SUSHI
0110003882018;TOFFEE BANANA COMPLEMENTARY
0110003892018;BUFFET SUSHI
0110003892018;MINERAL WATER 1.5LT
0110003892018;CHICKEN GREEN PEPPERS
0110003892018;COKE ZERO
0110003892018;COKE
0110003902018;BUFFET SUSHI
0110003902018;MINERAL WATER 1.5LT
0110003902018;MINERAL WATER 1.5LT
0110003912018;MINERAL WATER 1.5LT
0110003912018;IMPORTED BEER 33CL
0110003912018;BUFFET SUSHI
0110003912018;MIX VEG
0110003912018;MINERAL WATER 1.5LT
0110003912018;TOFFEE BANANA COMPLEMENTARY
0110003922018;BUFFET SUSHI
0110003922018;LEVANDA ROSE
0110003922018;TOFFEE BANANA COMPLEMENTARY
0110003932018;BUFFET SUSHI
0110003932018;MINERAL WATER 1.5LT
0110003942018;PETRITIS KYPEROUNDA
0110003942018;MINERAL WATER 1.5LT
0110003942018;BUFFET SUSHI
0110003942018;COKE ZERO
0110003942018;PETRITIS KYPEROUNDA
0110003942018;TOFFEE BANANA COMPLEMENTARY
0110003942018;COFFEE COMPLIMENTARY
0110003942018;COFFEE COMPLIMENTARY
0110003952018;MINERAL WATER 1.5LT
0110003952018;BUFFET SUSHI
0110003952018;COKE ZERO
0110003962018;BUFFET SUSHI
0110003962018;VASSILIKON XYNISTERI
0110003972018;BUFFET SUSHI
0110003972018;MINERAL WATER 1.5LT
0110003972018;MINERAL WATER 1.5LT
0110003972018;SPRITE
0110003982018;BUFFET SUSHI
0110003982018;MINERAL WATER 1.5LT
0110003982018;MALAGOUZIA BOUTARI
0110003992018;BUFFET SUSHI
0110003992018;MINERAL WATER 1.5LT
0110004002018;BUFFET SUSHI
0110004002018;MINERAL WATER 1.5LT
0110004002018;MINERAL WATER 1.5LT
0110004002018;TOFFEE BANANA COMPLEMENTARY
0110004002018;MINERAL WATER 1.5LT
0110004012018;BUFFET SUSHI
0110004012018;PINOT GRIGIO WHITE
0110004012018;MINERAL WATER 1.5LT
0110004012018;TOFFEE BANANA COMPLEMENTARY
